Material_ID,C,Mn,Si,Cr,Ni,Mo,V,N,Nb,Co,W,Al,Ti,Heat treatment/C,YS/MPa,UTS/MPa,Elong/%
667,0.01,0.04,0.04,9.9,6.99,2.75,0,0,0,8.02,2.43,1.8,0,825,1960,1995,2
668,0.01,0.04,0.04,9.9,6.99,2.75,0,0,0,8.02,2.43,1.8,0,825,1315,,
669,0.01,0.04,0.04,9.9,6.99,2.75,0,0,0,8.02,2.43,1.8,0,825,1928,2012,3.86
670,0.01,0.04,0.04,9.9,6.99,2.75,0,0,0,8.02,2.43,1.8,0,870,2027,2087,1.3
671,0.01,0.04,0.04,9.9,6.99,2.75,0,0,0,8.02,2.43,1.8,0,870,2099,2109,3.35
672,0.01,0.04,0.04,9.9,6.99,2.75,0,0,0,8.02,2.43,1.8,0,960,2102,2165,1.6
673,0.29,0.01,0.01,1.02,10.46,2,0.1,0,0.01,7.17,1.28,0.03,0.01,1026,1683,1990,14
674,0.01,0.01,0.01,10.12,7.01,5.48,0.01,0,0.01,10.05,0,0.03,0,927,1584.7,1692.9,13.4
675,0.01,0.01,0.01,10.12,7.01,5.48,0.01,0,0.01,10.05,0,0.03,0,927,,,13.2
676,0.01,0.01,0.01,10.12,7.01,5.48,0.01,0,0.01,10.05,0,0.03,0,927,1535.1,1745.9,14.1
677,0.01,0.01,0.01,10.12,7.01,5.48,0.01,0,0.01,10.05,0,0.03,0,927,1475.8,1720.4,14.7
678,0,0.01,0.01,10.09,6.98,5.48,0.01,0.01,0.01,10.96,0,0.03,0,927,1424.9,1690.1,13.4
679,0,0.01,0.01,10.09,6.98,5.48,0.01,0.01,0.01,10.96,0,0.03,0,927,1322.9,1590.2,9.3
680,0.01,0.01,0.01,10.12,7.01,5.48,0.01,0,0.01,10.05,0,0.03,0,927,,1672.9,16.4
681,0.01,0.01,0.01,10.12,7.01,5.48,0.01,0,0.01,10.05,0,0.03,0,927,1322.9,1626,15.5
682,0.32,0.23,0.01,6.61,0.01,5.75,0.92,0,0.01,4.9,0,0.03,0,1149,1681.2,1984.3,8
683,0.39,0.22,0.01,6.99,0.01,5.75,1.08,0,0.01,4.9,0,0.03,0,1149,1688.1,1998.1,8
684,0.43,0.21,0.01,7.14,0.01,5.62,1.02,0,0.01,4.99,0,0.03,0,1149,1736.3,2039.4,6
685,0.36,0.22,0.01,6.75,0.01,5.75,0.96,0,0.01,9.46,0,0.03,0,1149,1846.5,2177.2,6
686,0.35,0.23,0.01,7.15,0.01,5.78,1.02,0,0.01,4.9,1.54,0.03,0,1149,1688.1,,
687,0.36,0.23,0.01,6.55,0.01,5.75,0.86,0,0.41,5.1,0,0.03,0,1149,1653.6,1963.7,6
688,0.37,0.23,0.01,7.19,0.01,5.71,1.1,0,0.78,4.99,0,0.03,0,1149,1667.4,1998.1,8
689,0.37,0.23,0.01,7.19,0.01,5.71,1.1,0,0.78,4.99,0,0.03,0,1149,1012.8,1295.3,12
690,0.36,0.21,0.01,7.72,0.01,5.71,1.15,0,0.01,4.93,0,0.03,0,1149,1819,2135.9,6
691,0.41,0.19,0.01,6.99,0.01,5.84,0.92,0,0.01,0.02,0,0.03,0,1149,1812.1,,
692,0.38,0.18,0.01,7.27,0.01,3.77,0.96,0,0.01,4.9,0,0.03,0,1149,1722.5,1998.1,5
693,0.37,0.18,0.01,7.41,0.01,6.85,0.96,0,0.01,4.88,0,0.03,0,1149,1784.5,2129,5
694,0.38,0.18,0.01,7.43,0.01,9.67,0.96,0,0.01,4.91,0,0.03,0,1149,1577.8,1943,3
695,0.4,0.14,0.01,7.41,0.01,5.75,0.56,0,0.01,4.83,0,0.03,0,1149,1805.2,2101.5,4
696,0.38,0.19,0.01,7.39,0.01,5.75,0.06,0,0.01,4.88,0,0.03,0,1149,1564,1887.9,8
697,0.37,0.17,0.01,5.2,0.01,5.84,1.05,0,0.91,4.88,0,0.03,0,1149,1860.3,2156.6,3
698,0.4,0.18,0.01,9.69,0.01,5.84,0.96,0,0.01,4.87,0,0.03,0,1149,1798.3,2135.9,6
699,0.4,0.16,0.01,12.14,0.01,5.84,0.96,0,0.01,4.92,0,0.03,0,1149,1667.4,2122.1,4
700,0.36,0.17,0.01,7.11,0.01,0.25,1.08,0,0.01,5.03,9.18,0.03,0,1149,1681.2,2032.6,2
701,0.01,0.01,0.01,0.01,14.8,2.5,0.01,0,0.01,15,0,0.03,1.8,815,,2068.4,8
702,0.01,0.01,0.01,0.01,15,6.02,0.01,0,0.01,14.8,0,0.03,0.62,815,1908.5,2023.6,6
703,0.01,0.01,0.01,0.01,14.9,3.15,0.01,0,0.01,15.3,0,0.03,0.7,815,1750.1,1812.8,5
704,0.01,0.01,0.01,0.01,15.1,5.1,0.01,0,0.01,15.3,0,0.03,0.2,815,1615.7,1746.6,15
705,0.01,0.01,0.01,0.01,14.6,3.1,0.01,0,0.01,15.4,0,0.03,0.12,815,1506.8,1541.3,14
706,0.02,0.01,0.01,0.01,14.7,0.02,0.01,0,0.01,15.5,0,0.03,0.43,815,1106.5,1134.1,18
707,0.02,0.01,0.01,0.01,14.7,0.02,0.01,0,0.01,15.5,0,0.03,0.43,815,1183,1218.2,15
708,0.02,0.01,0.01,0.01,14.5,0.92,0.01,0,0.01,15.4,0,0.03,0.41,815,1039,1066.6,14
709,0.02,0.01,0.01,0.01,14.5,0.92,0.01,0,0.01,15.4,0,0.03,0.41,815,1285.7,1320.1,15
710,0.02,0.01,0.01,0.01,14.5,0.92,0.01,0,0.01,15.4,0,0.03,0.41,815,1300.8,1351.1,14
711,0.02,0.01,0.01,0.01,14.5,0.92,0.01,0,0.01,15.4,0,0.03,0.41,815,1222.3,1351.1,16
712,0.01,0.01,0.01,0.01,14.8,2.5,0.01,0,0.01,15,0,0.03,1.8,815,1777.6,1866.5,8
713,0.01,0.01,0.01,0.01,14.8,2.5,0.01,0,0.01,15,0,0.03,1.8,815,1574.4,1684.6,10
714,0.01,0.01,0.01,0.01,14.8,2.5,0.01,0,0.01,15,0,0.03,1.8,815,,,11
715,0.01,0.01,0.01,0.01,14.8,2.5,0.01,0,0.01,15,0,0.03,1.8,815,,1333.9,16
716,0.01,0.01,0.01,0.01,14.6,3.1,0.01,0,0.01,15.4,0,0.03,0.12,815,1368.4,1424.2,
717,0.01,0.01,0.01,0.01,14.6,3.1,0.01,0,0.01,15.4,0,0.03,0.12,815,1169.2,1258.1,16
718,0.01,0.01,0.01,0.01,14.6,3.1,0.01,0,0.01,15.4,0,0.03,0.12,815,1023.9,1102.4,17
719,0.01,0.01,0.01,0.01,14.9,3.15,0.01,0,0.01,15.3,0,0.03,0.7,815,1772.8,1800.4,11
720,0.01,0.01,0.01,0.01,14.9,3.15,0.01,0,0.01,15.3,0,0.03,0.7,815,1670.8,1719.1,11
721,0.01,0.01,0.01,0.01,14.9,3.15,0.01,0,0.01,15.3,0,0.03,0.7,815,1626.7,1691.5,13
722,0.01,0.01,0.01,0.01,14.9,3.15,0.01,0,0.01,15.3,0,0.03,0.7,815,1526.1,1610.2,14
723,0.01,0.01,0.01,0.01,15.1,5.1,0.01,0,0.01,15.3,0,0.03,0.2,815,1867.2,1927.1,11
724,0.01,0.01,0.01,0.01,15.1,5.1,0.01,0,0.01,15.3,0,0.03,0.2,815,2043.6,2112.5,9
725,0.01,0.01,0.01,0.01,15.1,5.1,0.01,0,0.01,15.3,0,0.03,0.2,815,1269.8,1371.1,14
726,0.01,0.01,0.01,0.01,15.1,5.1,0.01,0,0.01,15.3,0,0.03,0.2,815,1424.9,1548.2,15
727,0.01,0.01,0.01,0.01,15.1,5.1,0.01,0,0.01,15.3,0,0.03,0.2,815,1119.6,,18
728,0.01,0.01,0.01,0.01,15.1,5.1,0.01,0,0.01,15.3,0,0.03,0.2,815,1719.1,1774.9,13
729,0.01,0.01,0.01,0.01,15,6.02,0.01,0,0.01,14.8,0,0.03,0.62,815,2244.1,2319.9,4
730,0.01,0.01,0.01,0.01,15,6.02,0.01,0,0.01,14.8,0,0.03,0.62,815,,,8
731,0.01,0.01,0.01,0.01,15,6.02,0.01,0,0.01,14.8,0,0.03,0.62,815,1510.3,1661.2,11
732,0.01,0.01,0.01,0.01,15,6.02,0.01,0,0.01,14.8,0,0.03,0.62,815,1267.8,1467.6,14
733,0.01,0.01,0.01,0.01,15,6.02,0.01,0,0.01,14.8,0,0.03,0.62,815,1018.3,,19
734,0.1,3,0.3,17,4.2,0.02,0.01,0,0.01,0.01,0,0.03,0,925,1130.4,1350.6,30.5
735,0.09,2.8,0.32,17.48,4.44,0.02,0.01,0,0.01,0.01,0,0.9,0,950,1259.7,1444.5,12.8
736,0.09,2.8,0.32,17.48,4.44,0.02,0.01,0,0.01,0.01,0,0.9,0,1050,1136.5,1296.7,13
737,0.09,2.8,0.32,17.48,4.44,0.02,0.01,0,0.01,0.01,0,0.9,0,1050,1313.6,1404.5,
738,0.09,2.16,0.18,16.92,4.26,1.04,0.01,0,0.01,0.01,0,0.03,0,950,1028.7,1315.2,18
739,0.14,3,0.24,15.69,4.14,0.02,0.01,0,0.01,0.01,0,0.03,0,925,1201.2,1441.4,19
740,0.14,3,0.24,15.69,4.14,0.02,0.01,0,0.01,0.01,0,0.03,0,950,1105.7,1278.2,15.3
741,0.09,0.5,0.28,17.12,4.18,2.02,0.01,0,0.01,2.02,0,0.03,0,1050,1150.4,1336.7,22.5
742,0.09,0.5,0.28,17.12,4.18,2.02,0.01,0,0.01,2.02,0,0.03,0,1050,1084.2,1236.6,17.8
743,0.06,2.09,0.32,16.42,5.14,1.51,0.01,0,0.01,2.03,0,0.88,0,950,1241.2,1510.7,21
744,0.06,2.09,0.32,16.42,5.14,1.51,0.01,0,0.01,2.03,0,0.88,0,1050,1028.7,1198.1,16.9
745,0.06,2.09,0.32,16.42,5.14,1.51,0.01,0,0.01,2.03,0,0.88,0,1050,1284.4,1395.2,1.9
746,0.06,2.09,0.32,16.42,5.14,1.51,0.01,0,0.01,2.03,0,0.88,0,1050,,,2.9
747,0.06,2.09,0.32,16.42,5.14,1.51,0.01,0,0.01,2.03,0,0.88,0,1050,1349,1487.6,3.6
748,0.06,2.09,0.32,16.42,5.14,1.51,0.01,0,0.01,2.03,0,0.88,0,1050,1299.8,1386,7.9
749,0.06,2.09,0.32,16.42,5.14,1.51,0.01,0,0.01,2.03,0,0.88,0,1050,1327.5,1421.4,1.2
750,0.06,2.09,0.32,16.42,5.14,1.51,0.01,0,0.01,2.03,0,0.88,0,1050,1248.9,,15.3
751,0.06,2.09,0.32,16.42,5.14,1.51,0.01,0,0.01,2.03,0,0.88,0,1050,1068.8,1171.9,18.2
752,0.09,1,0.5,17.5,4.2,2.75,0.01,0.1,0.01,0.01,0,0.03,0,950,1016.4,1324.4,12
753,0.13,1,0.25,15.5,4.2,2.75,0.01,0.1,0.01,0.01,0,0.03,0,950,1247.4,1478.4,18
754,0.13,1,0.25,15.5,4.2,2.75,0.01,0.1,0.01,0.01,0,0.03,0,950,1062.6,1339.8,10
755,0.03,0.6,0.3,14.5,8.5,2.5,0.01,0,0.01,0.01,0,1.2,0,930,1478.4,1617,5
756,0.07,0.6,0.3,15,7,2.25,0.01,0,0.01,0.01,0,1.2,0,950,1540,1663.2,6
757,0.07,0.6,0.3,15,7,2.25,0.01,0,0.01,0.01,0,1.2,0,1050,1386,1447.6,7
758,0.07,0.6,0.3,17,7,0.02,0.01,0,0.01,0.01,0,1.2,0,1040,1386,1478.4,9
759,0.07,0.6,0.3,17,7,0.02,0.01,0,0.01,0.01,0,1.2,0,1040,1339.8,1416.8,9
760,0,0.06,0.05,5.15,10.2,3.2,0.01,0,0.01,0.01,0,0.03,0.09,816,1019,,
761,0.01,0.06,0.08,4.72,10.1,3.13,0.01,0,0.01,0.01,0,0.25,0.23,816,1172,1198.2,16
762,0.02,0.07,0.1,4.83,10.2,3.2,0.01,0,0.01,0.01,0,0.52,0.24,816,1304.3,1338.7,14
763,0.02,0.07,0.11,4.7,10.2,3.1,0.01,0,0.01,0.01,0,0.7,0.22,816,1420,1455.9,12
764,0.03,0.07,0.04,8.9,8.45,3.25,0.01,0,0.01,0.01,0,0.15,0.23,816,1150.6,1168.5,17
765,0.01,0.08,0.12,8.9,8.35,3.25,0.01,0,0.01,0.01,0,0.25,0.2,816,1169.2,1181.6,18
766,0.01,0.08,0.12,9,8.5,3.25,0.01,0,0.01,0.01,0,0.9,0.23,816,1462.7,1533,12
767,0.01,0.04,0.1,7.95,10.2,3.08,0.01,0,0.01,0.01,0,0.08,0.05,816,1061.7,1079,18
768,0.01,0.06,0.05,7.8,10.2,3.2,0.01,0,0.01,0.01,0,0.06,0.1,816,1036.9,1054.9,19
769,0,0.07,0.08,7.5,10.5,3.3,0.01,0,0.01,0.01,0,0.21,0.23,816,,1279.5,
770,0.01,0.05,0.09,7.6,10.3,3.05,0.01,0,0.01,0.01,0,0.52,0.2,816,1383.5,1424.9,15
771,0.01,0.05,0.1,7.7,10.4,3.07,0.01,0,0.01,0.01,0,0.67,0.2,816,1475.8,1529.6,16
772,0.02,0.06,0.08,7.4,10.3,3.25,0.01,0,0.01,0.01,0,0.91,0.23,816,1555.8,1598.5,12
773,0.01,0.07,0.1,7.7,12,3.02,0.01,0,0.01,0.01,0,0.08,0.06,816,1010.8,1041.1,19
774,0.03,0.05,0.11,7.5,12.1,3.05,0.01,0,0.01,0.01,0,0.25,0.2,816,1218.8,1260.2,18
775,0.01,0.05,0.09,7.65,12.2,3.05,0.01,0,0.01,0.01,0,0.46,0.2,816,1414.5,1465.5,15
776,0.01,0.05,0.1,7.7,12.2,3.05,0.01,0,0.01,0.01,0,0.63,0.2,816,1506.8,1546.8,14
777,0.01,0.08,0.05,9.4,10.7,3.2,0.01,0,0.01,0.01,0,0.27,0.22,816,1267.8,1285,15
778,0.01,0.01,0.01,10.5,10.3,3.1,0.01,0,0.01,0.01,0,0.36,0.11,816,1091.4,1140.3,22
779,0,0.07,0.1,10.4,10.4,2.2,0.01,0,0.01,0.01,0,0.25,0.24,816,1236.1,1249.2,15
780,0,0.07,0.1,10.4,10.4,2.2,0.01,0,0.01,0.01,0,0.25,0.24,816,1213.3,1233.3,16
781,0,0.05,0.03,10.3,10.3,2.06,0.01,0,0.01,0.01,0,0.09,0.09,816,1032.1,,
782,0.01,0.05,0.02,10.6,10.6,2.06,0.01,0,0.01,0.01,0,0.36,0.08,816,1194,1235.4,17
783,0.01,0.12,0.06,10.3,10.2,2.05,0.01,0,0.01,0.01,0,0.31,0.21,816,1258.8,1289.1,15
784,0,0.05,0.02,10.3,10.2,2.06,0.01,0,0.01,0.01,0,0.35,0.17,816,1243,1292.6,16
785,0,0.05,0.02,10.4,10,2.05,0.01,0,0.01,0.01,0,0.35,0.31,816,,1344.2,16
786,0,0.12,0.08,10.4,9.2,1.97,0.01,0,0.01,0.01,0,0.26,0.21,816,1207.8,1223.7,16
787,0,0.05,0.02,11.2,9.9,2.05,0.01,0,0.01,0.01,0,0.13,0.3,816,1172,1213.3,18
788,0,0.12,0.07,9.9,10.5,2.1,0.01,0,0.01,0.01,0,0.23,0.22,816,1174.7,1216.8,17
789,0,0.12,0.07,9.9,10.5,2.1,0.01,0,0.01,0.01,0,0.23,0.22,927,1126.5,1188.5,17
790,0.01,0.11,0.18,10.2,10.3,2.05,0.01,0,0.01,0.01,0,0.27,0.22,816,1197.5,,
791,0.01,0.11,0.18,10.2,10.3,2.05,0.01,0,0.01,0.01,0,0.27,0.22,927,1153.4,1219.5,
792,0,0.11,0.3,10.2,10.4,2.05,0.01,0,0.01,0.01,0,0.2,0.22,816,1198.2,1240.2,17
793,0,0.11,0.3,10.2,10.4,2.05,0.01,0,0.01,0.01,0,0.2,0.22,927,1149.3,1223.7,19
794,0,0.1,0.41,10.2,10.4,2,0.01,0,0.01,0.01,0,0.25,0.23,816,1243,1289.8,18
795,0,0.1,0.41,10.2,10.4,2,0.01,0,0.01,0.01,0,0.25,0.23,927,1200.2,1276,17
796,0.01,0.12,0.06,10.3,10.2,2.05,0.01,0,0.01,0.01,0,0.31,0.21,816,1258.8,1289.1,15
797,0.02,0.24,0.1,10.2,10.3,1.94,0.01,0,0.01,0.01,0,0.24,0.23,816,1195.4,1220.9,
798,0.02,0.24,0.1,10.2,10.3,1.94,0.01,0,0.01,0.01,0,0.24,0.23,927,1138.9,1194.7,17
799,0,0.36,0.08,10.2,10.3,2.02,0.01,0,0.01,0.01,0,0.3,0.23,816,1189.9,1234,18
800,0,0.36,0.08,10.2,10.3,2.02,0.01,0,0.01,0.01,0,0.3,0.23,927,1167.9,1234.7,
801,0,0.44,0.08,10.1,10.3,2,0.01,0,0.01,0.01,0,0.3,0.22,816,1188.5,1230.6,
802,0,0.44,0.08,10.1,10.3,2,0.01,0,0.01,0.01,0,0.3,0.22,927,1137.5,1208.5,18
803,0.02,0.48,0.1,10,10,1.92,0.01,0,0.01,0.01,0,0.29,0.21,816,1222.3,,16
804,0.02,0.48,0.1,10,10,1.92,0.01,0,0.01,0.01,0,0.29,0.21,927,1154.8,1228.5,17
805,0.02,0.74,0.1,10.2,10.2,1.98,0.01,0,0.01,0.01,0,0.3,0.22,816,1149.9,1188.5,17
806,0.02,0.74,0.1,10.2,10.2,1.98,0.01,0,0.01,0.01,0,0.3,0.22,927,1141.7,1203.7,19
807,0.01,0.12,0.08,9.8,10,1.7,0.01,0,0.01,0.01,0,0.2,0.19,760,1150.6,1156.1,15
808,0.01,0.12,0.08,9.8,10,1.7,0.01,0,0.01,0.01,0,0.2,0.19,816,1073.5,,16
809,0.01,0.12,0.08,9.8,10,1.7,0.01,0,0.01,0.01,0,0.2,0.19,816,1083.8,1108.6,16
810,0.01,0.12,0.08,9.8,10,1.7,0.01,0,0.01,0.01,0,0.2,0.19,927,1078.3,1138.9,16
811,0.01,0.12,0.08,9.8,10,1.7,0.01,0,0.01,0.01,0,0.2,0.19,982,1105.8,1169.2,15
812,0.01,0.12,0.08,9.8,10,1.7,0.01,0,0.01,0.01,0,0.2,0.19,927,1035.6,1097.6,14
813,0.01,0.12,0.08,9.8,10,1.7,0.01,0,0.01,0.01,0,0.2,0.19,982,1081.7,1147.9,16
814,0.01,0.03,0.03,10.2,10.5,2.2,0.01,0,0.01,0.01,0,0.23,0.24,760,1340.8,1353.2,13
815,0.01,0.07,0.11,11.3,10.3,2.05,0.01,0,0.01,0.01,0,0.24,0.23,816,1207.1,1228.5,15
816,0.01,0.07,0.11,11.3,10.3,2.05,0.01,0,0.01,0.01,0,0.24,0.23,816,1107.9,1147.2,18
817,0.02,0.06,0.13,10.4,9.9,2.15,0.01,0,0.01,0.01,0,0.09,0.13,816,1005.9,1033.5,21
818,0.27,0.27,0.01,0.41,8.28,0.49,0.07,0,0.01,3.9,0,0.03,0,871,1274.7,1357.3,15
819,0.27,0.27,0.01,0.41,8.28,0.49,0.07,0,0.01,3.9,0,0.03,0,871,1274.7,,15.5
820,0.27,0.27,0.01,0.41,8.28,0.49,0.07,0,0.01,3.9,0,0.03,0,871,1267.8,1350.4,15.5
821,0.27,0.27,0.01,0.41,8.28,0.49,0.07,0,0.01,3.9,0,0.03,0,871,1267.8,1350.4,15
822,0.27,0.27,0.01,0.41,8.28,0.49,0.07,0,0.01,3.9,0,0.03,0,871,1267.8,1357.3,16
823,0.27,0.27,0.01,0.41,8.28,0.49,0.07,0,0.01,3.9,0,0.03,0,871,1274.7,1378,15
824,0.27,0.27,0.01,0.41,8.28,0.49,0.07,0,0.01,3.9,0,0.03,0,871,1012.8,1136.9,15
825,0.27,0.27,0.01,0.41,8.28,0.49,0.07,0,0.01,3.9,0,0.03,0,871,,,15.3
826,0.27,0.27,0.01,0.41,8.28,0.49,0.07,0,0.01,3.9,0,0.03,0,871,1012.8,1136.9,15
827,0.27,0.27,0.01,0.41,8.28,0.49,0.07,0,0.01,3.9,0,0.03,0,871,1123.1,1260.9,16
828,0.27,0.27,0.01,0.41,8.28,0.49,0.07,0,0.01,3.9,0,0.03,0,871,1116.2,1254,15.5
829,0.27,0.27,0.01,0.41,8.28,0.49,0.07,0,0.01,3.9,0,0.03,0,871,1102.4,1240.2,15.5
830,0.27,0.27,0.01,0.41,8.28,0.49,0.07,0,0.01,3.9,0,0.03,0,871,1019.7,1150.6,15.3
831,0.27,0.27,0.01,0.41,8.28,0.49,0.07,0,0.01,3.9,0,0.03,0,871,1116.2,1260.9,16
832,0.27,0.27,0.01,0.41,8.28,0.49,0.07,0,0.01,3.9,0,0.03,0,871,,1260.9,16
833,0.27,0.27,0.01,0.41,8.28,0.49,0.07,0,0.01,3.9,0,0.03,0,871,1005.9,1136.9,15
834,0.27,0.27,0.01,0.41,8.28,0.49,0.07,0,0.01,3.9,0,0.03,0,871,,1254,16
835,0,0.01,0.01,10.97,7.99,4.98,0.01,0,0.01,8.51,0,1.19,0.02,927,1853.4,1970.5,12
836,0,0.01,0.01,10.97,7.99,4.98,0.01,0,0.01,8.51,0,1.19,0.02,927,1839.6,,
837,0,0.01,0.01,10.97,7.99,4.98,0.01,0,0.01,8.51,0,1.19,0.02,927,1846.5,1970.5,12
838,0,0.01,0.01,10.97,7.99,4.98,0.01,0,0.01,8.51,0,1.19,0.02,927,,1908.5,14
839,0.01,0.01,0.01,10.96,7.97,5,0.01,0,0.01,8.55,0,1.21,0.01,927,1812.1,1929.2,12
840,0.01,0.01,0.01,10.96,7.97,5,0.01,0,0.01,8.55,0,1.21,0.01,927,1839.6,1977.4,10
841,0.01,0.01,0.01,11.14,8.01,4.99,0.01,0,0.01,8.62,0,1.22,0.01,927,1853.4,1949.9,13
842,0.01,0.01,0.01,11.14,8.01,4.99,0.01,0,0.01,8.62,0,1.22,0.01,927,1887.9,1991.2,10
